<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>
2025.04.09	13:30:00	3039.44	3044.63	3039.4	3043.23
2025.04.09	13:45:00	3043.23	3045.71	3041.43	3042.83
2025.04.09	14:00:00	3042.86	3045.77	3036.06	3045.61
2025.04.09	14:15:00	3045.61	3064.84	3045.36	3060.37
2025.04.09	14:30:00	3060.33	3067.15	3057.92	3063.02
2025.04.09	14:45:00	3063.08	3068.08	3058.43	3066.52
2025.04.09	15:00:00	3066.66	3073.07	3058.61	3062.9
2025.04.09	15:15:00	3062.9	3067.55	3048.97	3054
2025.04.09	15:30:00	3054	3055.16	3043.92	3043.96
2025.04.09	15:45:00	3043.96	3051.39	3042.68	3047.45
2025.04.09	16:00:00	3047.49	3060.61	3047.38	3057.04
2025.04.09	16:15:00	3057.04	3061.53	3056.16	3060.43
2025.04.09	16:30:00	3060.57	3078	3060.26	3072.85
2025.04.09	16:45:00	3072.86	3076.85	3067.62	3075.17
2025.04.09	17:00:00	3074.84	3078.14	3068.5	3074.95
2025.04.09	17:15:00	3075.15	3084.67	3075.06	3083.46
2025.04.09	17:30:00	3083.46	3083.99	3075.39	3075.96
2025.04.09	17:45:00	3075.99	3079.47	3069.23	3070.52
2025.04.09	18:00:00	3070.56	3075.48	3065.33	3075.09
2025.04.09	18:15:00	3075.09	3087.82	3075.09	3084.66
2025.04.09	18:30:00	3084.66	3087.67	3078.92	3079.19
2025.04.09	18:45:00	3079.19	3086.44	3078.66	3086.37
2025.04.09	19:00:00	3086.36	3090.36	3082.71	3088.75
2025.04.09	19:15:00	3088.75	3090.75	3083.85	3085.98
2025.04.09	19:30:00	3086.06	3090.67	3085.62	3088.28
2025.04.09	19:45:00	3088.28	3094.87	3088	3092.45
2025.04.09	20:00:00	3092.46	3095.34	3084.38	3089.25
2025.04.09	20:15:00	3089.25	3099.06	3058.73	3060.15
2025.04.09	20:30:00	3060.02	3070.45	3051.36	3063.93
2025.04.09	20:45:00	3063.71	3075.58	3059.25	3059.88
2025.04.09	21:00:00	3059.87	3068.95	3051.3	3052.25
2025.04.09	21:15:00	3052.26	3067.14	3048.66	3064.12
2025.04.09	21:30:00	3064.16	3073.48	3064.1	3064.29
2025.04.09	21:45:00	3064.29	3069.64	3063.44	3067.27
2025.04.09	22:00:00	3067.28	3091.04	3064.34	3086.1
2025.04.09	22:15:00	3086.15	3095.79	3085.49	3091.81
2025.04.09	22:30:00	3091.61	3098.94	3087.67	3098.39
2025.04.09	22:45:00	3098.41	3099.52	3084.56	3093.52
2025.04.09	23:00:00	3093.56	3095.42	3090.11	3091.79
2025.04.09	23:15:00	3091.81	3091.97	3086.28	3090.56
2025.04.09	23:30:00	3090.53	3091.44	3080.35	3082.7
2025.04.09	23:45:00	3082.7	3083.17	3078.1	3082.97
2025.04.10	01:00:00	3083.59	3083.9	3071.45	3075.76
2025.04.10	01:15:00	3075.74	3082.89	3073.8	3078.68
2025.04.10	01:30:00	3078.71	3090.19	3078.47	3083.73
2025.04.10	01:45:00	3083.73	3086.63	3079.94	3080.09
2025.04.10	02:00:00	3080.09	3084.3	3079.69	3083.18
2025.04.10	02:15:00	3083.14	3086.12	3079.66	3085.6
2025.04.10	02:30:00	3085.6	3088.39	3083.77	3085.39
2025.04.10	02:45:00	3085.09	3089.08	3082.48	3086.8
2025.04.10	03:00:00	3086.8	3088.63	3081.35	3086.95
2025.04.10	03:15:00	3087.02	3096.72	3086.09	3096.16
2025.04.10	03:30:00	3096.42	3101.33	3094.14	3097.23
2025.04.10	03:45:00	3097.24	3098.29	3093.05	3097.29
2025.04.10	04:00:00	3097.3	3100.63	3085.19	3086.4
2025.04.10	04:15:00	3086.51	3089.93	3082.8	3087.81
2025.04.10	04:30:00	3087.81	3089.21	3078.58	3088.2
2025.04.10	04:45:00	3088.27	3095.54	3085.37	3094.15
2025.04.10	05:00:00	3094.15	3112.72	3093.98	3105.46
2025.04.10	05:15:00	3105.37	3117.27	3105.37	3111.55
2025.04.10	05:30:00	3111.6	3119.52	3110.61	3114.28
2025.04.10	05:45:00	3114.28	3120.41	3111.65	3119.35
2025.04.10	06:00:00	3119.29	3126.27	3115.53	3125.77
2025.04.10	06:15:00	3125.77	3132.01	3121.37	3123.96
2025.04.10	06:30:00	3123.96	3130.44	3120.49	3122.05
2025.04.10	06:45:00	3122.08	3126.79	3121.53	3125.51
2025.04.10	07:00:00	3125.51	3128.29	3125	3126.04
2025.04.10	07:15:00	3126.02	3129.39	3124.46	3127.02
2025.04.10	07:30:00	3127.02	3127.02	3121	3122.4
2025.04.10	07:45:00	3122.4	3127.76	3122.24	3125.4
2025.04.10	08:00:00	3125.41	3132.68	3124.72	3129.8
2025.04.10	08:15:00	3129.8	3130.66	3125.06	3125.33
2025.04.10	08:30:00	3125.33	3125.71	3114.13	3115.62
2025.04.10	08:45:00	3115.67	3123.73	3112.75	3122.58
2025.04.10	09:00:00	3122.58	3126.54	3120.37	3125.54
2025.04.10	09:15:00	3125.47	3125.49	3120.22	3121.63
2025.04.10	09:30:00	3121.64	3123.49	3118.99	3121.12
2025.04.10	09:45:00	3121.12	3123.12	3119.45	3122.19
2025.04.10	10:00:00	3122.07	3122.72	3116.79	3118.68
2025.04.10	10:15:00	3118.77	3123.58	3116.8	3117.06
2025.04.10	10:30:00	3117.04	3117.11	3106.66	3112.01
2025.04.10	10:45:00	3112.04	3115.96	3108.52	3108.8
2025.04.10	11:00:00	3108.8	3115.76	3108.8	3111.19
2025.04.10	11:15:00	3111.19	3115.7	3110.41	3114.37
2025.04.10	11:30:00	3114.35	3114.35	3104.76	3112.12
2025.04.10	11:45:00	3112.13	3113.57	3104.8	3105
2025.04.10	12:00:00	3105	3107.91	3103.54	3107.26
2025.04.10	12:15:00	3107.27	3111.18	3106.87	3109.91
2025.04.10	12:30:00	3109.92	3113.35	3105.22	3111.5
2025.04.10	12:45:00	3111.52	3118.08	3109.41	3116.64
2025.04.10	13:00:00	3116.72	3118.66	3114.34	3118.6
2025.04.10	13:15:00	3118.6	3122.58	3116.08	3119.51
2025.04.10	13:30:00	3119.47	3121.45	3115.62	3116.58
2025.04.10	13:45:00	3116.58	3120.94	3115.24	3120.26
2025.04.10	14:00:00	3120.28	3120.9	3113.32	3116
2025.04.10	14:15:00	3116.01	3122.61	3114.63	3122.29
2025.04.10	14:30:00	3122.31	3124.94	3120.75	3122.25
2025.04.10	14:45:00	3122.26	3125.74	3118.96	3124.79
2025.04.10	15:00:00	3124.68	3129.03	3122.52	3125.99
2025.04.10	15:15:00	3125.98	3128.79	3123.1	3126.54
2025.04.10	15:30:00	3126.62	3134.06	3116.38	3124.84
2025.04.10	15:45:00	3124.79	3131.02	3120.92	3123.14
2025.04.10	16:00:00	3123.14	3127.58	3121.31	3125.74
2025.04.10	16:15:00	3125.74	3136.75	3125.74	3132.84
2025.04.10	16:30:00	3132.85	3132.99	3119.48	3122.24
2025.04.10	16:45:00	3122	3127.67	3116.21	3117.04
2025.04.10	17:00:00	3117.06	3145.03	3116.88	3142.86
2025.04.10	17:15:00	3142.82	3149.31	3141.26	3144.66
2025.04.10	17:30:00	3144.55	3152.55	3144.23	3151.35
2025.04.10	17:45:00	3151.35	3154.82	3144.9	3154.64
2025.04.10	18:00:00	3154.58	3159.74	3154.53	3159.46
2025.04.10	18:15:00	3159.39	3170.67	3158.75	3170.67
2025.04.10	18:30:00	3170.69	3175.06	3162.52	3168.22
2025.04.10	18:45:00	3168.1	3169.17	3154.93	3158.15
2025.04.10	19:00:00	3158.18	3161.28	3154.18	3159.91
2025.04.10	19:15:00	3159.9	3165.27	3156.14	3162.58
2025.04.10	19:30:00	3162.62	3167.23	3160.23	3164.83
2025.04.10	19:45:00	3164.8	3166.42	3158.46	3158.53
2025.04.10	20:00:00	3158.45	3158.9	3151.56	3157.75
2025.04.10	20:15:00	3157.75	3163.6	3156.87	3159.81
2025.04.10	20:30:00	3160.25	3165.65	3158.25	3163.75
2025.04.10	20:45:00	3163.76	3164.78	3159.87	3162.83
2025.04.10	21:00:00	3162.83	3164.02	3158.07	3158.37
2025.04.10	21:15:00	3158.31	3166.64	3158.31	3164.79
2025.04.10	21:30:00	3164.89	3174.08	3164.18	3173.91
2025.04.10	21:45:00	3173.91	3175.61	3171.13	3173.24
2025.04.10	22:00:00	3173.21	3175.56	3168	3170.36
2025.04.10	22:15:00	3170.36	3173.98	3168.45	3171.47
2025.04.10	22:30:00	3171.47	3175.96	3170.05	3174.23
2025.04.10	22:45:00	3174.23	3176.31	3170.35	3170.84
2025.04.10	23:00:00	3170.84	3176.35	3170.49	3174.37
2025.04.10	23:15:00	3174.37	3174.43	3170.2	3170.23
2025.04.10	23:30:00	3170.23	3172.7	3168.53	3172.7
2025.04.10	23:45:00	3172.7	3176.1	3171.39	3175.83
2025.04.11	01:00:00	3175.78	3180.08	3175.77	3179.78
2025.04.11	01:15:00	3179.78	3181.31	3177.83	3179.62
2025.04.11	01:30:00	3179.62	3188.97	3178.16	3187.1
2025.04.11	01:45:00	3187.1	3190.06	3183.35	3189.3
2025.04.11	02:00:00	3189.3	3190.73	3183.43	3183.74
2025.04.11	02:15:00	3183.74	3188.54	3183.17	3188.23
2025.04.11	02:30:00	3188.23	3189.48	3185.43	3189.39
2025.04.11	02:45:00	3189.44	3191.4	3187.32	3189.05
2025.04.11	03:00:00	3189.05	3190.5	3185.16	3190.04
2025.04.11	03:15:00	3190.05	3200	3188.7	3194.84
2025.04.11	03:30:00	3194.87	3218.02	3194.71	3212.46
2025.04.11	03:45:00	3212.46	3215.97	3203.45	3205.86
2025.04.11	04:00:00	3205.79	3219.65	3205.19	3210.42
2025.04.11	04:15:00	3210.72	3212.55	3201.01	3210.76
2025.04.11	04:30:00	3210.62	3216.07	3208.02	3214.95
2025.04.11	04:45:00	3214.74	3216.12	3205.59	3207.29
2025.04.11	05:00:00	3207.28	3217.63	3206.08	3216.56
2025.04.11	05:15:00	3216.79	3219.63	3213.88	3216.2
2025.04.11	05:30:00	3216.2	3219.78	3214.84	3217.02
2025.04.11	05:45:00	3217.02	3219.67	3214.88	3217.5
2025.04.11	06:00:00	3217.41	3219.63	3214.17	3216.43
2025.04.11	06:15:00	3216.44	3219.73	3214.92	3219.2
2025.04.11	06:30:00	3219.2	3220.16	3215.16	3216.16
2025.04.11	06:45:00	3216.16	3218.93	3214.79	3217.79
2025.04.11	07:00:00	3217.8	3218.2	3214.7	3216.35
2025.04.11	07:15:00	3216.35	3217.04	3210.97	3216.25
2025.04.11	07:30:00	3216.25	3217.25	3212.47	3214.02
2025.04.11	07:45:00	3214.02	3214.02	3208.49	3208.53
2025.04.11	08:00:00	3208.53	3209.74	3204.12	3208.68
2025.04.11	08:15:00	3208.69	3218.82	3208.15	3217.01
2025.04.11	08:30:00	3217.01	3219.24	3189.01	3189.23
2025.04.11	08:45:00	3189.48	3196.33	3187.49	3195.9
2025.04.11	09:00:00	3195.9	3202.14	3190.36	3195.14
2025.04.11	09:15:00	3195.06	3203.72	3192.71	3202.84
2025.04.11	09:30:00	3202.8	3209.71	3199.83	3206.34
2025.04.11	09:45:00	3206.34	3207.48	3194.73	3197.27
2025.04.11	10:00:00	3197.31	3213.01	3193.96	3211.62
2025.04.11	10:15:00	3211.62	3212.82	3202.7	3205.63
2025.04.11	10:30:00	3205.63	3212.42	3205.07	3208.96
2025.04.11	10:45:00	3208.96	3212.68	3204.48	3212.43
2025.04.11	11:00:00	3212.45	3219.6	3208.5	3218.14
2025.04.11	11:15:00	3218.14	3227.32	3215.94	3219.32
2025.04.11	11:30:00	3219.32	3220.12	3213.37	3217.77
2025.04.11	11:45:00	3217.78	3224.86	3215.73	3216.01
2025.04.11	12:00:00	3215.99	3219.7	3214.6	3218.55
2025.04.11	12:15:00	3218.67	3219.95	3213.38	3215.08
2025.04.11	12:30:00	3215.08	3223.92	3211.91	3222.25
2025.04.11	12:45:00	3222.25	3230.17	3221.95	3227.78
2025.04.11	13:00:00	3227.78	3237.79	3225.48	3234.85
2025.04.11	13:15:00	3234.85	3235.13	3225.23	3228.04
2025.04.11	13:30:00	3228.04	3228.16	3214.93	3215.96
2025.04.11	13:45:00	3215.86	3217.41	3210.17	3212.71
2025.04.11	14:00:00	3212.71	3224.81	3212.11	3221.25
2025.04.11	14:15:00	3221.25	3223.83	3217	3220.8
2025.04.11	14:30:00	3220.79	3220.86	3213.29	3214.18
2025.04.11	14:45:00	3214.16	3217.81	3211.46	3213.81
2025.04.11	15:00:00	3213.77	3220.48	3211.23	3218.84
2025.04.11	15:15:00	3218.63	3226.5	3215.31	3225.5
2025.04.11	15:30:00	3225.48	3230.29	3224.63	3226.58
2025.04.11	15:45:00	3226.58	3234.12	3223.23	3233.64
2025.04.11	16:00:00	3233.69	3236.96	3229.23	3233.33
2025.04.11	16:15:00	3233.33	3236.13	3227.7	3230.39
2025.04.11	16:30:00	3230.42	3244.34	3230.42	3240.55
2025.04.11	16:45:00	3240.43	3240.74	3219.68	3223.77
2025.04.11	17:00:00	3223.93	3234.8	3222.89	3232.91
2025.04.11	17:15:00	3232.91	3237.82	3225.28	3228.04
2025.04.11	17:30:00	3228.06	3232.97	3223.04	3230.6
2025.04.11	17:45:00	3230.63	3232.84	3227.19	3230.22
2025.04.11	18:00:00	3230.15	3239.18	3229.49	3236.73
2025.04.11	18:15:00	3236.7	3240.36	3234.84	3239.31
2025.04.11	18:30:00	3239.3	3239.57	3235.37	3236.91
2025.04.11	18:45:00	3236.92	3241.95	3236.84	3240.49
2025.04.11	19:00:00	3240.52	3245.43	3239.34	3243.57
2025.04.11	19:15:00	3243.57	3244.18	3233.24	3234.55
2025.04.11	19:30:00	3234.57	3236.74	3229.05	3231.45
2025.04.11	19:45:00	3231.46	3233.69	3219.83	3223.31
2025.04.11	20:00:00	3223.33	3231.53	3223.33	3225.52
2025.04.11	20:15:00	3225.51	3229.03	3223.79	3227.26
2025.04.11	20:30:00	3227.45	3235.59	3227.12	3231.9
2025.04.11	20:45:00	3231.9	3234.39	3231.48	3233.95
2025.04.11	21:00:00	3234	3237.24	3232.71	3233.4
2025.04.11	21:15:00	3233.4	3236.61	3231.25	3236.3
2025.04.11	21:30:00	3236.34	3238.3	3234.99	3235.84
2025.04.11	21:45:00	3235.84	3236.71	3233.56	3235.78
2025.04.11	22:00:00	3235.59	3235.73	3229.92	3230.63
2025.04.11	22:15:00	3230.66	3231.73	3227.47	3231.44
2025.04.11	22:30:00	3231.4	3231.42	3227.81	3230.11
2025.04.11	22:45:00	3230.13	3232.08	3228.59	3231.01
2025.04.11	23:00:00	3230.94	3237.06	3230.77	3235.99
2025.04.11	23:15:00	3235.99	3236.36	3233.55	3234.68
2025.04.11	23:30:00	3234.64	3237.19	3234.13	3235.95
2025.04.11	23:45:00	3235.87	3238.42	3233.99	3237.62
