<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.04.24	20:45:00	3333.44	3337.39	3333.44	3336.81	1496	0	7
2025.04.24	21:00:00	3336.81	3339.26	3335.08	3338.48	1488	0	7
2025.04.24	21:15:00	3338.48	3340.31	3337.46	3338.01	1506	0	7
2025.04.24	21:30:00	3337.99	3338.25	3334.00	3335.18	1377	0	7
2025.04.24	21:45:00	3335.18	3336.25	3333.68	3334.81	1412	0	7
2025.04.24	22:00:00	3334.81	3336.32	3333.45	3336.29	1273	0	7
2025.04.24	22:15:00	3336.29	3337.41	3335.40	3336.91	1153	0	7
2025.04.24	22:30:00	3336.91	3341.81	3336.91	3341.77	1083	0	7
2025.04.24	22:45:00	3341.77	3347.04	3341.63	3342.39	1901	0	7
2025.04.24	23:00:00	3342.40	3342.96	3338.20	3339.51	1132	0	7
2025.04.24	23:15:00	3339.51	3341.86	3338.83	3341.61	577	0	7
2025.04.24	23:30:00	3341.61	3346.44	3341.61	3345.26	776	0	7
2025.04.24	23:45:00	3345.26	3349.96	3345.26	3349.44	567	0	17
2025.04.25	01:00:00	3350.47	3361.14	3343.02	3344.24	2092	0	7
2025.04.25	01:15:00	3344.28	3363.45	3343.87	3363.42	1504	0	7
2025.04.25	01:30:00	3363.42	3370.77	3362.08	3365.78	1849	0	7
2025.04.25	01:45:00	3365.78	3367.66	3361.89	3367.05	1110	0	7
2025.04.25	02:00:00	3367.05	3368.18	3358.23	3361.79	1637	0	7
2025.04.25	02:15:00	3361.79	3361.79	3352.44	3354.76	1260	0	7
2025.04.25	02:30:00	3354.76	3355.58	3347.34	3351.30	1330	0	7
2025.04.25	02:45:00	3351.30	3354.82	3346.94	3348.76	1796	0	7
2025.04.25	03:00:00	3348.76	3358.28	3347.18	3355.87	2327	0	7
2025.04.25	03:15:00	3355.87	3361.45	3355.25	3357.52	1979	0	7
2025.04.25	03:30:00	3357.52	3361.32	3347.98	3351.56	2854	0	7
2025.04.25	03:45:00	3351.56	3358.35	3349.61	3357.80	2001	0	7
2025.04.25	04:00:00	3357.82	3363.05	3353.36	3355.41	3816	0	7
2025.04.25	04:15:00	3355.41	3356.51	3348.70	3352.93	2702	0	7
2025.04.25	04:30:00	3352.91	3354.74	3348.14	3349.26	2318	0	7
2025.04.25	04:45:00	3349.26	3351.49	3342.91	3345.66	3087	0	7
2025.04.25	05:00:00	3345.66	3353.40	3344.98	3352.55	2240	0	7
2025.04.25	05:15:00	3352.55	3353.06	3346.12	3348.61	1914	0	7
2025.04.25	05:30:00	3348.62	3351.04	3344.61	3346.57	2544	0	7
2025.04.25	05:45:00	3346.55	3348.87	3344.74	3348.87	2019	0	7
2025.04.25	06:00:00	3348.86	3351.32	3347.58	3349.53	1707	0	7
2025.04.25	06:15:00	3349.54	3354.39	3348.68	3348.89	2253	0	7
2025.04.25	06:30:00	3348.89	3349.63	3341.47	3342.19	2095	0	7
2025.04.25	06:45:00	3342.22	3342.70	3322.68	3323.72	3074	0	7
2025.04.25	07:00:00	3323.73	3327.79	3317.32	3321.69	3288	0	7
2025.04.25	07:15:00	3321.86	3326.54	3321.03	3323.84	2118	0	7
2025.04.25	07:30:00	3323.84	3323.84	3316.47	3323.07	2501	0	7
2025.04.25	07:45:00	3323.07	3326.23	3322.06	3324.84	1667	0	7
2025.04.25	08:00:00	3324.84	3327.13	3319.13	3321.28	1693	0	7
2025.04.25	08:15:00	3321.28	3321.29	3316.09	3319.18	1824	0	7
2025.04.25	08:30:00	3319.15	3319.40	3306.86	3309.53	4514	0	7
2025.04.25	08:45:00	3309.53	3309.53	3287.20	3294.49	5351	0	7
2025.04.25	09:00:00	3294.23	3297.51	3287.61	3288.74	4579	0	7
2025.04.25	09:15:00	3288.74	3298.48	3287.72	3297.79	4392	0	7
2025.04.25	09:30:00	3297.79	3306.47	3295.38	3305.24	4296	0	7
2025.04.25	09:45:00	3305.24	3305.96	3299.28	3304.56	3565	0	7
2025.04.25	10:00:00	3304.51	3310.12	3303.17	3309.10	3179	0	7
2025.04.25	10:15:00	3309.10	3314.56	3306.28	3306.72	2650	0	7
2025.04.25	10:30:00	3306.75	3310.19	3304.72	3304.96	1865	0	7
2025.04.25	10:45:00	3304.96	3308.53	3304.08	3307.48	1309	0	7
2025.04.25	11:00:00	3307.49	3307.96	3295.36	3295.68	2614	0	7
2025.04.25	11:15:00	3295.64	3301.65	3291.99	3301.58	3527	0	7
2025.04.25	11:30:00	3301.58	3303.58	3297.97	3300.53	2380	0	7
2025.04.25	11:45:00	3300.53	3305.49	3300.40	3303.73	2027	0	7
2025.04.25	12:00:00	3303.98	3308.90	3303.64	3304.60	2544	0	7
2025.04.25	12:15:00	3304.60	3307.14	3301.09	3303.89	2697	0	7
2025.04.25	12:30:00	3303.89	3303.92	3298.24	3299.15	2309	0	7
2025.04.25	12:45:00	3299.15	3299.73	3292.07	3292.10	2406	0	7
2025.04.25	13:00:00	3292.09	3299.54	3292.01	3297.92	1921	0	7
2025.04.25	13:15:00	3297.92	3304.91	3295.75	3304.91	2480	0	7
2025.04.25	13:30:00	3304.91	3306.41	3301.21	3303.68	2994	0	7
2025.04.25	13:45:00	3303.68	3303.69	3297.92	3298.07	2584	0	7
2025.04.25	14:00:00	3298.07	3300.99	3297.02	3298.49	1867	0	7
2025.04.25	14:15:00	3298.49	3299.30	3294.44	3298.70	2232	0	7
2025.04.25	14:30:00	3298.70	3299.66	3288.24	3289.34	2388	0	7
2025.04.25	14:45:00	3289.34	3295.54	3288.00	3293.53	2654	0	7
2025.04.25	15:00:00	3293.53	3300.28	3292.84	3293.13	3162	0	7
2025.04.25	15:15:00	3293.13	3303.26	3291.22	3298.47	3379	0	7
2025.04.25	15:30:00	3298.47	3298.57	3291.78	3295.43	3175	0	7
2025.04.25	15:45:00	3295.43	3298.16	3292.53	3292.71	2069	0	7
2025.04.25	16:00:00	3292.71	3292.90	3276.87	3284.43	5447	0	7
2025.04.25	16:15:00	3284.43	3284.56	3268.39	3273.51	5370	0	7
2025.04.25	16:30:00	3273.50	3280.11	3265.10	3279.05	6153	0	7
2025.04.25	16:45:00	3278.77	3284.57	3277.67	3280.74	4890	0	7
2025.04.25	17:00:00	3280.74	3286.20	3275.41	3282.79	5615	0	7
2025.04.25	17:15:00	3282.83	3287.23	3277.68	3286.00	4568	0	7
2025.04.25	17:30:00	3286.00	3286.55	3280.15	3282.24	3927	0	7
2025.04.25	17:45:00	3282.25	3282.71	3274.77	3278.03	4232	0	7
2025.04.25	18:00:00	3278.04	3280.93	3271.23	3272.62	3682	0	7
2025.04.25	18:15:00	3272.62	3275.39	3270.12	3272.40	3249	0	7
2025.04.25	18:30:00	3272.42	3280.35	3272.07	3280.22	2824	0	7
2025.04.25	18:45:00	3280.21	3285.64	3278.48	3283.02	2446	0	7
2025.04.25	19:00:00	3283.02	3285.77	3281.31	3283.92	2361	0	7
2025.04.25	19:15:00	3283.92	3284.26	3281.41	3283.31	1761	0	7
2025.04.25	19:30:00	3283.31	3285.66	3280.41	3280.84	2044	0	7
2025.04.25	19:45:00	3280.84	3287.54	3280.36	3285.37	1982	0	7
2025.04.25	20:00:00	3285.32	3288.48	3281.84	3287.76	2692	0	7
2025.04.25	20:15:00	3287.76	3291.28	3286.56	3287.05	3007	0	7
2025.04.25	20:30:00	3287.05	3294.70	3286.21	3292.03	2566	0	7
2025.04.25	20:45:00	3292.03	3295.16	3289.87	3293.29	1966	0	7
2025.04.25	21:00:00	3293.28	3297.08	3291.54	3293.74	1605	0	7
2025.04.25	21:15:00	3293.68	3294.82	3292.22	3293.43	1166	0	7
2025.04.25	21:30:00	3293.43	3294.54	3290.52	3291.34	1146	0	7
2025.04.25	21:45:00	3291.34	3292.04	3288.39	3288.42	1173	0	7
2025.04.25	22:00:00	3288.41	3290.18	3287.83	3289.77	1244	0	7
2025.04.25	22:15:00	3289.80	3295.26	3289.70	3294.71	1118	0	7
2025.04.25	22:30:00	3294.71	3308.78	3294.71	3308.56	1755	0	7
2025.04.25	22:45:00	3308.56	3312.51	3304.24	3304.85	2419	0	7
2025.04.25	23:00:00	3304.82	3306.98	3304.78	3305.54	969	0	7
2025.04.25	23:15:00	3305.54	3311.42	3305.50	3308.58	791	0	7
2025.04.25	23:30:00	3308.58	3314.40	3307.06	3314.40	729	0	7
2025.04.25	23:45:00	3314.39	3319.46	3313.66	3319.07	764	0	17
2025.04.28	01:00:00	3325.19	3337.21	3321.04	3326.73	1923	0	7
2025.04.28	01:15:00	3326.73	3327.34	3316.43	3317.40	1518	0	7
2025.04.28	01:30:00	3317.40	3317.48	3309.18	3309.35	1191	0	7
2025.04.28	01:45:00	3309.35	3314.60	3309.35	3310.66	545	0	7
2025.04.28	02:00:00	3310.70	3318.18	3308.31	3308.79	1707	0	7
2025.04.28	02:15:00	3308.79	3311.54	3300.42	3307.96	2245	0	7
2025.04.28	02:30:00	3307.96	3308.83	3305.09	3306.15	889	0	7
2025.04.28	02:45:00	3306.15	3306.48	3298.64	3302.66	1787	0	7
2025.04.28	03:00:00	3302.66	3313.72	3301.49	3307.39	2565	0	7
2025.04.28	03:15:00	3307.39	3311.63	3305.61	3311.23	1337	0	7
2025.04.28	03:30:00	3311.26	3313.41	3307.76	3308.69	1201	0	7
2025.04.28	03:45:00	3308.69	3315.98	3308.69	3314.18	1688	0	7
2025.04.28	04:00:00	3314.18	3315.07	3305.64	3307.08	3178	0	7
2025.04.28	04:15:00	3307.08	3308.01	3290.17	3291.15	3350	0	7
2025.04.28	04:30:00	3291.15	3291.17	3279.21	3286.13	3817	0	7
2025.04.28	04:45:00	3286.13	3291.47	3279.52	3280.91	2604	0	7
2025.04.28	05:00:00	3280.93	3283.34	3267.99	3271.35	3596	0	7
2025.04.28	05:15:00	3271.35	3276.56	3269.00	3274.85	1622	0	7
2025.04.28	05:30:00	3274.85	3283.35	3272.30	3280.24	2540	0	7
2025.04.28	05:45:00	3280.24	3286.41	3279.91	3280.77	1686	0	7
2025.04.28	06:00:00	3280.83	3286.14	3280.38	3283.17	1299	0	7
2025.04.28	06:15:00	3283.17	3295.26	3282.53	3292.82	1690	0	7
2025.04.28	06:30:00	3292.85	3294.15	3289.81	3293.37	1139	0	7
2025.04.28	06:45:00	3293.37	3294.50	3290.31	3290.92	866	0	7
2025.04.28	07:00:00	3290.92	3293.49	3289.22	3290.39	870	0	7
2025.04.28	07:15:00	3290.39	3294.24	3288.68	3293.91	739	0	7
2025.04.28	07:30:00	3293.55	3294.36	3291.33	3291.78	549	0	7
2025.04.28	07:45:00	3291.78	3299.07	3289.91	3298.97	1226	0	7
2025.04.28	08:00:00	3298.97	3299.76	3295.94	3296.63	861	0	7
2025.04.28	08:15:00	3296.63	3298.94	3294.92	3297.50	958	0	7
2025.04.28	08:30:00	3297.50	3300.98	3287.96	3288.33	2378	0	7
2025.04.28	08:45:00	3288.31	3295.92	3287.94	3295.00	1615	0	7
2025.04.28	09:00:00	3295.00	3296.50	3292.16	3292.44	2751	0	7
2025.04.28	09:15:00	3292.43	3295.44	3288.20	3292.70	3175	0	7
2025.04.28	09:30:00	3292.70	3292.89	3284.23	3287.28	3346	0	7
2025.04.28	09:45:00	3287.28	3289.00	3281.93	3283.17	3033	0	7
2025.04.28	10:00:00	3283.19	3288.48	3277.77	3286.13	3914	0	7
2025.04.28	10:15:00	3286.13	3286.45	3278.63	3280.04	2623	0	7
2025.04.28	10:30:00	3280.04	3291.65	3278.87	3289.39	3264	0	7
2025.04.28	10:45:00	3289.37	3292.46	3286.94	3287.41	2696	0	7
2025.04.28	11:00:00	3287.42	3288.59	3283.84	3284.26	2562	0	7
2025.04.28	11:15:00	3284.28	3287.16	3283.86	3284.27	1543	0	7
2025.04.28	11:30:00	3284.27	3284.93	3281.57	3282.63	2254	0	7
2025.04.28	11:45:00	3282.63	3283.27	3279.27	3282.74	1999	0	7
2025.04.28	12:00:00	3282.74	3287.43	3282.57	3284.05	2205	0	7
2025.04.28	12:15:00	3284.03	3284.08	3277.89	3278.47	2025	0	7
2025.04.28	12:30:00	3278.49	3281.77	3276.66	3279.89	2271	0	7
2025.04.28	12:45:00	3279.72	3279.96	3274.57	3274.57	1772	0	7
2025.04.28	13:00:00	3274.57	3280.83	3273.11	3278.72	2627	0	7
2025.04.28	13:15:00	3278.72	3284.01	3278.72	3283.98	1639	0	7
2025.04.28	13:30:00	3284.00	3289.98	3283.56	3289.25	2183	0	7
2025.04.28	13:45:00	3289.25	3291.90	3287.69	3289.65	2276	0	7
2025.04.28	14:00:00	3289.65	3294.43	3287.12	3287.77	2469	0	7
2025.04.28	14:15:00	3287.77	3291.21	3284.99	3290.25	2361	0	7
2025.04.28	14:30:00	3290.25	3293.99	3288.55	3293.16	2380	0	7
2025.04.28	14:45:00	3293.16	3297.23	3291.68	3294.28	1574	0	7
2025.04.28	15:00:00	3294.25	3298.02	3294.25	3295.77	2806	0	7
2025.04.28	15:15:00	3295.78	3302.14	3292.91	3302.10	3447	0	7
2025.04.28	15:30:00	3302.11	3302.37	3295.82	3298.40	2929	0	7
2025.04.28	15:45:00	3298.40	3300.03	3295.04	3296.16	2660	0	7
2025.04.28	16:00:00	3295.99	3296.84	3290.51	3295.29	4022	0	7
2025.04.28	16:15:00	3295.29	3301.05	3295.14	3300.14	3354	0	7
2025.04.28	16:30:00	3300.12	3301.33	3290.14	3291.67	5144	0	7
2025.04.28	16:45:00	3291.69	3293.52	3286.99	3293.20	5215	0	7
2025.04.28	17:00:00	3293.17	3300.57	3293.17	3299.10	3910	0	7
2025.04.28	17:15:00	3299.10	3315.85	3299.10	3311.25	5088	0	7
2025.04.28	17:30:00	3311.32	3330.66	3310.87	3330.08	5082	0	7
2025.04.28	17:45:00	3330.08	3333.00	3327.23	3328.62	4487	0	7
2025.04.28	18:00:00	3328.62	3329.94	3323.64	3329.82	3547	0	7
2025.04.28	18:15:00	3329.82	3336.01	3327.82	3328.66	3595	0	7
2025.04.28	18:30:00	3328.67	3329.13	3319.14	3324.19	3205	0	7
2025.04.28	18:45:00	3324.19	3327.39	3322.02	3325.06	2770	0	7
2025.04.28	19:00:00	3325.06	3337.96	3324.58	3334.85	2786	0	7
2025.04.28	19:15:00	3334.85	3338.12	3332.08	3334.45	2819	0	7
2025.04.28	19:30:00	3334.45	3339.24	3331.49	3338.14	2176	0	7
2025.04.28	19:45:00	3338.12	3338.14	3332.70	3336.68	2287	0	7
2025.04.28	20:00:00	3336.68	3339.01	3336.64	3337.15	1990	0	7
2025.04.28	20:15:00	3337.16	3338.45	3333.25	3337.02	2472	0	7
2025.04.28	20:30:00	3336.86	3340.15	3336.86	3337.50	1979	0	7
2025.04.28	20:45:00	3337.50	3338.95	3334.60	3335.40	1751	0	7
2025.04.28	21:00:00	3335.40	3339.57	3334.03	3338.13	1631	0	7
2025.04.28	21:15:00	3338.13	3350.07	3337.47	3348.36	2735	0	7
2025.04.28	21:30:00	3348.36	3349.72	3346.24	3347.39	2413	0	7
2025.04.28	21:45:00	3347.38	3349.86	3346.83	3349.03	2058	0	7
2025.04.28	22:00:00	3349.03	3352.22	3348.40	3349.60	1984	0	7
2025.04.28	22:15:00	3349.60	3350.64	3345.63	3349.93	1591	0	7
2025.04.28	22:30:00	3349.93	3351.67	3346.63	3349.91	1392	0	7
2025.04.28	22:45:00	3349.91	3353.06	3349.60	3352.20	1492	0	7
2025.04.28	23:00:00	3352.20	3352.46	3349.71	3350.34	825	0	7
2025.04.28	23:15:00	3350.34	3350.34	3347.76	3349.64	700	0	7
2025.04.28	23:30:00	3349.64	3350.82	3345.18	3345.78	596	0	7
2025.04.28	23:45:00	3345.78	3346.94	3342.43	3344.23	673	0	17
2025.04.29	01:00:00	3344.74	3348.66	3337.57	3339.35	1178	0	7
2025.04.29	01:15:00	3339.35	3339.35	3332.37	3335.25	1164	0	7
2025.04.29	01:30:00	3335.25	3340.01	3335.25	3337.07	653	0	7
2025.04.29	01:45:00	3337.07	3339.32	3334.38	3338.00	633	0	7
2025.04.29	02:00:00	3338.00	3342.82	3334.70	3337.19	1760	0	7
2025.04.29	02:15:00	3337.19	3338.70	3336.90	3338.13	570	0	7
2025.04.29	02:30:00	3338.13	3339.06	3333.78	3337.45	1306	0	7
2025.04.29	02:45:00	3337.47	3340.43	3337.33	3337.75	790	0	7
2025.04.29	03:00:00	3337.75	3338.22	3333.37	3337.76	1385	0	7
2025.04.29	03:15:00	3337.76	3339.21	3330.68	3331.92	1546	0	7
2025.04.29	03:30:00	3331.93	3335.00	3331.37	3332.76	1388	0	7
2025.04.29	03:45:00	3332.71	3333.81	3327.76	3329.91	1883	0	7
2025.04.29	04:00:00	3329.92	3333.33	3323.95	3328.90	3064	0	7
2025.04.29	04:15:00	3328.90	3333.47	3327.51	3331.33	1680	0	7
2025.04.29	04:30:00	3331.33	3340.07	3327.53	3330.08	3006	0	7
2025.04.29	04:45:00	3330.08	3331.39	3322.87	3326.53	2073	0	7
2025.04.29	05:00:00	3326.38	3332.38	3325.16	3331.36	1878	0	7
2025.04.29	05:15:00	3331.36	3334.03	3326.00	3329.69	2063	0	7
2025.04.29	05:30:00	3329.69	3332.88	3328.03	3330.47	1982	0	7
2025.04.29	05:45:00	3330.47	3330.66	3319.33	3320.69	1925	0	7
2025.04.29	06:00:00	3320.69	3321.69	3313.07	3313.55	2964	0	7
2025.04.29	06:15:00	3313.55	3317.97	3308.99	3312.55	2336	0	7
